,VALUE,SMILES,MolWt
2224,-3.14,O1c2cc3CCN(C)C(c3c(c2OC1)OC)C1c2ccc(c(c2C(=O)O1)OC)OC,413.1474520759999
2225,-3.14,c1c(NC(=O)C2=C(OCCS2)C)cccc1,235.066699656
2226,-3.15,[nH0]1c(Cl)[nH0]c([nH0]c1NCC)NC(C)(C)C#N,240.08902209599998
2227,-3.15,c1c(NC(=O)Nc2ccccc2)cccc1,212.094963004
2228,-3.15,c1c(OC(=O)c2ccccc2O)cccc1,214.06299418
2229,-3.18,CCN(CC)CCNC(c1cc(c(cc1OC)N)Cl)=O,299.14005462399996
2230,-3.18,s1c(S)[nH0]c2ccccc21,166.98634116
2231,-3.18,CCCCC,72.093900384
2232,-3.2,Cc1c(C)c(C)ccc1,120.093900384
2233,-3.21,c1c(Br)cc(cc1)Cl,189.918489908
2234,-3.21,Cc1c(CC)cccc1,120.093900384
2235,-3.22,c1c(C(C(=O)O)c2ccccc2)cccc1,212.083729624
2236,-3.22,IC=CI,279.824596064
2237,-3.23,CCCCC=C,84.093900384
2238,-3.24,Clc1c(Cl)cc(cc1)N,160.97990452
2239,-3.24,O=C(C)Nc1cc(c(cc1C)C)N[S+2]([O-])(C(F)(F)F)[O-],310.05989793599997
2240,-3.25,O=C(C)Nc1ccc(cc1)I,260.965061876
2241,-3.26,ClCC(=O)N(c1c(cccc1CC)CC)COC,269.11825656
2242,-3.26,CCCCCOC(=O)c1ccc(cc1)N,207.125928784
2243,-3.26,O=C(OC)c1cc(cc(c1Cl)N)Cl,218.985383824
2244,-3.27,Nc1ccc(C(=O)OCCNCCCCC)cc1,250.168127944
2245,-3.27,OC(=O)c1cccc(c1)I,247.9334274
2246,-3.27,C1C(C)=CCCC1,96.093900384
2247,-3.27,c1c(C(C)C)cccc1,120.093900384
2248,-3.28,c1c(OC)[nH0][nH0]c(c1)N[S+2]([O-])(c1ccc(cc1)N)[O-],280.063011244
2249,-3.28,c1c(OC(=O)NC)c2ccccc2cc1,201.078978592
2250,-3.3,C1C(C)CCC1,84.093900384
2251,-3.3,o1c(C)c(cc1)C(Nc1ccccc1)=O,201.078978592
2252,-3.31,OC(=O)c1cc(cc(c1O)I)I,389.824989988
2253,-3.31,OC(=O)c1ccc(cc1)Cl,155.99780708
2254,-3.31,O=C(C)CCCCCCCC,156.15141526
2255,-3.31,Cc1c(C)cc(C)cc1,120.093900384
2256,-3.32,c1cccc2C34CCN5CC=6C(CC35)C3C4N(c12)C(CC3OCC6)=O,334.16812794399993
2257,-3.33,Oc1c(Br)cc(cc1Br)C#N,274.85813791600003
2258,-3.35,[S-][P+](OCC)(OCC)N1C(c2c(C1=O)cccc2)=O,299.03811555799996
2259,-3.36,c1c2c(ccc3c2ccc[nH0]3)ccc1,179.073499288
2260,-3.36,O=C1C(CC)(C(C)CCC)C(NC(N1)=S)=O,242.108898816
2261,-3.37,C1C2CC(C3C(CC(C4(C)C(CCC34)C(C)CCC(O)=O)O)C2(C)CCC1O)O,408.2875743799999
2262,-3.37,O=C1C(=CN(CC)c2c1ccc([nH0]2)C)C(O)=O,232.084792244
2263,-3.37,C=CC1C2CCN(C1)C(C2)C(c1cc[nH0]c2ccc(cc12)OC)O,324.18377800799993
2264,-3.37,c1c(CCC)cccc1,120.093900384
2265,-3.37,[nH0]1c[nH0]c[nH0]1CC(c1ccc(cc1)F)(c1ccccc1F)O,301.102668476
2266,-3.39,O=C(CCCCCCC)OC,158.130679816
2267,-3.39,CCN(C(=S)SCC(=C)Cl)CC,223.025619128
2268,-3.39,CCCCNC(=O)N[S+2]([O-])(c1ccc(cc1)C)[O-],270.103813436
2269,-3.4,c1c2COc3c(C(=CCCN(C)C)c2ccc1)cccc3,279.162314292
2270,-3.4,C=CCCCCCCCCC(=O)O,184.14632988
2271,-3.4,c1c(C)cc(cc1C)C,120.093900384
2272,-3.42,[O-][S+2](C)([O-])Oc1ccc2c(c1)C(C)(C)C(OCC)O2,286.087494676
2273,-3.43,C1=C2CCC3C4CCC(C4(C)CC(C3(C2(C)CCC1=O)F)O)(C(CO)=O)O,380.19990224799994
2274,-3.43,CN(C(=O)Nc1cccc(c1)C(F)(F)F)C,232.082347632
2275,-3.44,O=C(CCCCCCCCC)O,172.14632988
2276,-3.46,O=C1C(CC=C)(C(C)CCC)C(NC(N1)=S)=O,254.108898816
2277,-3.48,CC12CC(C3C(CCC4=CC(CCC34C)=O)C1CCC2=O)=O,300.17254462799997
2278,-3.48,CCCCOC(=O)c1ccccc1,178.099379688
2279,-3.48,c1c(O)ccc(c1)c1ccccc1,170.07316494
2280,-3.5,Brc1c(Br)cccc1,233.867974328
2281,-3.51,[O-][S+2]([O-])(Nc1[nH0]ccc[nH0]1)c1ccc(cc1)N,250.05244656
2282,-3.51,c1c(Nc2ccccc2)cccc1,169.089149352
2283,-3.52,C1CCCCCC1,98.109550448
2284,-3.52,CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,248.01193292
2285,-3.52,c1c(C)cc(cc1)Br,169.973112324
2286,-3.52,Clc1c(C)cccc1,126.023627904
2287,-3.54,[O-][N+](=O)c1cccc2c1cccc2,173.047678464
2288,-3.55,CCC(C)(C)C,86.109550448
2289,-3.57,CC(C(N(CC)CC)=O)Oc1cccc2ccccc12,271.157228912
2290,-3.59,[O-][S+2]([O-])(N(c1c(C)c(C)[nH0]o1)C(C)=O)c1ccc(cc1)N,309.07832696
2291,-3.59,[O-][S+2]1(c2cc(c(cc2NC(Cc2ccccc2)N1)C(F)(F)F)[S+2](N)([O-])[O-])[O-],421.0377825879999
2292,-3.59,c1c(Cl)c(Cl)cc(c1)Cl,179.930033136
2293,-3.59,c1c(NC(=O)c2ccccc2O)cccc1,213.078978592
2294,-3.6,c1c2ccccc2ccc1,128.062600256
2295,-3.6,OC1C(Nc2ccc(cc2C(c2ccccc2Cl)=N1)Cl)=O,320.01193292
2296,-3.61,Ic1c(O)c(I)cc(c1)C#N,370.8304097160001
2297,-3.61,c1cc(ccc1OC(C(C(C)(C)C)=O)[nH0]1c[nH0]c[nH0]1)Cl,293.093104432
2298,-3.63,OCCCCCCCCCC,158.167065324
2299,-3.63,c1c(Br)ccc(c1)Cl,189.918489908
2300,-3.64,C1=C2CCC3C4CC(C)C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)O,392.19990224799994
2301,-3.64,CC12CCC3C(C2CCC1C(C)CCC(O)=O)C(CC1CC(CCC13C)O)O,392.29265975999994
2302,-3.66,c1c2CCc3c(N(CCCNC)c2ccc1)cccc3,266.178298704
2303,-3.66,CCCCCCC#C,110.109550448
2304,-3.67,ClC(C(Cl)(Cl)Cl)(Cl)Cl,233.81311608
2305,-3.67,O=C(CCCOc1c(Cl)cc(cc1)Cl)O,248.00069954
2306,-3.68,Cc1cc2c(cc1C)N(CC(C(C(CO)O)O)O)C=1C(C(NC(N1)=O)=O)=N2,376.13828436
2307,-3.68,[O-][S+2]([O-])(NC(NN1CCCCCC1)=O)c1ccc(cc1)C,311.13036253200005
2308,-3.69,C1=C2CCC3C4CC(C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)O)O,394.1791668039999
2309,-3.69,O=C1CCC2(C)C3CCC4(C)C(CCC4=O)C3CCC2=C1,286.193280072
2310,-3.7,c1c(cccc1C(c1ccccc1)=O)C(C)C(O)=O,254.094294308
2311,-3.7,[O-][S+2]([O-])(Nc1c[nH0]cc[nH0]1)c1ccc(cc1)N,250.05244656
2312,-3.71,C1C(N(C(=O)CC)c2ccccc2)(CCN(C1)CCc1cccs1)COC,386.20279919999996
2313,-3.73,O=C1C(CCCC)C(N(c2ccc(cc2)O)N1c1ccccc1)=O,324.14739249999997
2314,-3.74,CCCC(C)C,86.109550448
2315,-3.75,c1c(CC)ccc(c1)CC,134.109550448
2316,-3.75,c1c(N(N=O)c2ccccc2)cccc1,198.07931294
2317,-3.77,c1cc(ccc1CC(C(=O)OC)Cl)Cl,232.00578492
2318,-3.77,c1c(C)cc2c(cccc2)c1,142.07825032
2319,-3.78,O=C1c2cc(c(cc2NC(C)N1c1ccccc1C)Cl)[S+2](N)([O-])[O-],365.060090052
2320,-3.79,O=C(Nc1c(C)cccc1C)c1cc(c(cc1O)Cl)[S+2]([O-])(N)[O-],354.04410564
2321,-3.8,CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O,295.09569127599997
2322,-3.81,c1c(OCC)ccc2c1sc([nH0]2)[S+2]([O-])(N)[O-],258.01328418
2323,-3.81,O=C1C(C(=O)N(c2ccccc2)N1c1ccccc1)CCCC,308.15247788
2324,-3.81,CCCCCCBr,164.020062516
2325,-3.82,OC1CC2C3CCC(C(C)CCC(O)=O)C3(C)CCC2C2(C)CCC(CC12)O,392.29265975999994
2326,-3.84,CCN(CCOC(c1ccc(cc1)OCCCC)=O)CC,293.199093724
2327,-3.89,c1ccccc1C(C)CC,134.109550448
2328,-3.93,c1c(Cl)c2ccccc2cc1,162.023627904
2329,-3.95,O=C(OCCCCCC)c1ccc(cc1)N,221.141578848
2330,-3.95,Oc1c(Cc2c(O)ccc(c2)Cl)cc(cc1)Cl,268.00578492
2331,-3.96,c1c2cccc3C=Cc(c23)cc1,152.062600256
2332,-3.96,c1cc(cc2CCC3C(CCC4(C)C3CCC4=O)c12)O,270.161979944
2333,-3.97,c1c(C)c2ccc3c(c2[nH0]c1)[nH0]ccc3C,208.100048384
2334,-3.98,c1c2Sc3c(N(CCCN4CCC(O)CC4)c2cc(c1)C#N)cccc3,365.15618335600004
2335,-3.99,CC(C)Cc1ccc(cc1)C(C)C(O)=O,206.130679816
2336,-4.0,[nH0]1c(NC(C)(C)C)[nH0]c([nH0]c1NCC)SC,241.13611660799998
2337,-4.0,C1CC(CC=C1C)C(C)=C,136.125200512
2338,-4.02,COc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,259.896540088
2339,-4.04,c1c(N2C(=O)C(=C(C=N2)NC)Cl)cc(cc1)C(F)(F)F,303.038624248
2340,-4.06,[nH0]1c(NCC)[nH0]c(N(CC)CC)[nH0]c1Cl,229.10942319199998
2341,-4.08,CC(N(C(=O)SCC(=CCl)Cl)C(C)C)C,269.040790524
2342,-4.08,c1c(Cl)cc2c([nH0]3c(CN=C2c2ccccc2Cl)[nH0][nH0]c3C)c1,342.04390174400004
2343,-4.1,O=C(CCCCCCCCC)OCC,200.177630008
2344,-4.1,O=C1C=CC2(C)C(C(C)CC3C4CCC(C4(C)CC(C23F)O)(C(C)=O)O)=C1,376.20498762799997
2345,-4.11,CC1CCCCC1NC(Nc1ccccc1)=O,232.15756326
2346,-4.11,CC(C(=O)C1C(c2ccccc2C1=O)=O)(C)C,230.094294308
2347,-4.12,c1c(CC(C)C)cccc1,134.109550448
2348,-4.12,C1CC2(C)C(CCC2=O)C2CC=C3CC(CCC3(C)C12)O,288.208930136
2349,-4.14,c1c(C)c2ccccc2c(c1)C,156.093900384
2350,-4.14,c1c(Cl)cc2c(cccc2)c1,162.023627904
2351,-4.15,CCC(C)(C)c1ccccc1,148.125200512
2352,-4.15,c1c2Sc3c(N(CCCN4CCN(CCO)CC4)c2ccc1)cc(cc3)C(F)(F)F,437.17486811199996
2353,-4.16,c1c(OC)ccc(c1)Oc1ccc(cc1)NC(N(C)C)=O,286.13174243599997
2354,-4.16,c1c2ccc(cc2ccc1OC)C(C)C(O)=O,230.094294308
2355,-4.16,Cc1c(CCCC)c(O[S+2]([O-])(N(C)C)[O-])[nH0]c([nH0]1)NCC,316.156911628
2356,-4.16,C1N(CCCN2c3cc(Cl)ccc3Sc3ccccc23)CCN(C1)CCO,403.148511132
2357,-4.16,C1CC2(C)C(CCC2=O)C2CCC3CC(CCC3(C)C12)O,290.2245802
2358,-4.17,c1c(CC)c2ccccc2cc1,156.093900384
2359,-4.17,c1c(cccc1)Cc1ccccc1,168.093900384
2360,-4.18,c1cccc2c1c1ccc(cc1C2(C(=O)OC)O)Cl,274.03967189200006
2361,-4.19,c1c2CCc3c(N(CCCN(C)C)c2ccc1)cccc3,280.193948768
2362,-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,311.16520675199996
2363,-4.19,O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O,431.924791768
2364,-4.2,CC(C)O[P+]([S-])(OC(C)C)SCCN[S+2]([O-])(c1ccccc1)[O-],397.06050787799995
2365,-4.21,[O-][S+2]([O-])(NC(NC1CCCCC1)=O)c1ccc(cc1)C,296.1194635
2366,-4.21,c1c(NC(=O)c2ccccc2I)cccc1,322.98071194
2367,-4.22,c1cccc2c1Sc1ccc(cc1N2CC(C)CN(C)C)OC,328.16093438799993
2368,-4.22,c1c(N)c2cc3c(cccc3)[nH0]c2cc1,194.08439832
2369,-4.23,CCSCCS[P+]([S-])(OCC)OCC,274.028479478
2370,-4.24,CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,263.18852904
2371,-4.24,Clc1c(C#N)c(ccc1)Cl,170.964254456
2372,-4.24,CCCCCCCC#C,124.12520051199999
2373,-4.25,C1C(CC)CCCC1,112.12520051199999
2374,-4.26,CC(CC(C)C)C,100.12520051199999
2375,-4.27,C1CCCC(C)C1C,112.12520051199999
2376,-4.29,c1c(C)c2ccccc2cc1C,156.093900384
2377,-4.3,O=C(C)OCC(C1(CCC2C3CCC4=CC(CCC4(C)C3C(CC12C)O)=O)O)=O,404.2198887439999
2378,-4.31,CC(=CCc1c2OC(=O)C=Cc2ccc1OC)C,244.109944372
2379,-4.31,CCCCCCCCCCCCCCC(=O)O,242.2245802
2380,-4.31,c1c(cccc1)c1ccccc1,154.07825032
2381,-4.33,CC1CCCCC1C,112.12520051199999
2382,-4.35,c12c(Br)cccc1cccc2,205.973112324
2383,-4.35,O=C(CCC(C)C1CCC2C3CC(C4CC(CCC4(C)C3CC(C12C)O)O)O)O,408.2875743799999
2384,-4.35,c1c(O)ccc(c1)C(CC)=C(CC)c1ccc(cc1)O,268.14632988
2385,-4.36,c1c(Nc2c(C(=O)O)cccc2)cc(cc1)C(F)(F)F,281.06636322
2386,-4.37,C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)C=CC1=O)O)(C(COC(C)=O)=O)O,402.2042386799999
2387,-4.37,c1c(NC(=O)OCC#CCCl)cccc1Cl,257.001033888
2388,-4.4,C1C2CCC3C(CCC4(C)C3CCC4=O)C2(C)CCC1O,290.2245802
2389,-4.4,c1c(Br)cc2c(cccc2)c1,205.973112324
2390,-4.4,C1N(CCCN2c3cc(Cl)ccc3Sc3ccccc23)CCN(C1)C,373.13794644800004
2391,-4.4,O=C(c1c(C(=O)OCCCC)cccc1)OCCCC,278.151809184
2392,-4.43,C1=C2CCC3C4CCC(C4(C)CCC3C2(C)CCC1=O)C(C)=O,314.2245802
2393,-4.43,[nH0]1c(NC(C)C)[nH0]c(NC(C)C)[nH0]c1Cl,229.10942319199998
2394,-4.44,c1c(C=2C(=O)C(c3cccc(c3)C(F)(F)F)=CN(C2)C)cccc1,329.102748728
2395,-4.44,C=CCCCCCC,112.12520051199999
2396,-4.45,c1c(cccc1)N=Nc1ccccc1,182.08439832
2397,-4.46,O=C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(C)=O,330.21949481999997
2398,-4.46,c1c(Oc2c(Cl)cc(cc2)Cl)c(O)cc(c1)Cl,287.951162504
2399,-4.47,C1C(C)CCC(C)C1,112.12520051199999
2400,-4.49,c1ccccc1c1ccc(C(C)C(O)=O)cc1F,244.089957876
2401,-4.5,Brc1c(Br)cc(cc1)Br,311.778486396
2402,-4.51,ClC1C(Cl)C(C(C(C1Cl)Cl)Cl)Cl,287.860066272
2403,-4.53,CCCCCCC,100.12520051199999
2404,-4.54,c1c(c2c(Cl)cccc2)cccc1,188.039277968
2405,-4.55,[nH0]1c(NCC)[nH0]c(NCC)[nH0]c1Cl,201.07812306399998
2406,-4.57,Clc1c(Cl)c(ccc1Cl)Cl,213.891060784
2407,-4.57,C1=C2CCC3C(CCC4(C)C3CCC4(C#C)O)C2CCC1=O,298.193280072
2408,-4.6,O=C(OCCCCCCC)c1ccc(cc1)N,235.157228912
2409,-4.6,c1c2cccc(N=C=S)c2ccc1,185.029920224
2410,-4.6,c1c2oc3c(cccc3)c2ccc1,168.057514876
2411,-4.61,O=C1c2c(cc(c(c2OC21C(C)CC(C=C2OC)=O)Cl)OC)OC,352.071365944
2412,-4.62,O=C(c1ccc(Cl)cc1)[nH0]1c(C)c(CC(O)=O)c2cc(ccc12)OC,357.07678567199997
2413,-4.62,O=C(CCCCCCCCCCC)O,200.177630008
2414,-4.63,O=C(CCCCCCCCC)OC,186.161979944
2415,-4.63,Clc1c(Cl)c(cc(c1)Cl)Cl,213.891060784
2416,-4.63,c1c2c3c(ccc2)CCc3cc1,154.07825032
2417,-4.64,c1c(CCCCC)cccc1,148.125200512
2418,-4.66,CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C,278.151809184
2419,-4.67,OCCCCCCCCCCCC,186.198365452
2420,-4.69,O=C(CCCCCCCCCCC)OC,214.193280072
2421,-4.7,O=C(C)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2ccc(cc12)Cl,445.159075816
2422,-4.7,Clc1c(NC(=O)c2cc(ccc2O)Cl)ccc(c1)[N+]([O-])=O,325.986112096
2423,-4.71,C1=C2CCC3C(CCC4(C)C3CCC4(C(C)=O)O)C2(C)CCC1=O,330.21949481999997
2424,-4.71,C1=C2CCC3C4CC(C)C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)OC(CCCC)=O,476.2574171239999
2425,-4.74,C1C(CCC)CCC1,112.12520051199999
2426,-4.74,c1cccc2c1N(CC1CCCN(C)C1)c1ccccc1S2,310.15036970399996
2427,-4.74,c1c(C)c2cccc(c2cc1)C,156.093900384
2428,-4.77,CCCCN(C(=O)Nc1ccc(c(c1)Cl)Cl)C,274.06396849199996
2429,-4.81,ICCCCCCC,226.02184848
2430,-4.85,Cc1cccc(Oc2cccc(C)c2)c1,198.104465068
2431,-4.86,CCN(C(=S)SSC(N(CC)CC)=S)CC,296.05093264
2432,-4.88,c1c(Cl)cccc1c1ccccc1,188.039277968
2433,-4.9,C1=C2CCC3C4CC(C)C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)OC(C)=O,434.2104669319999
2434,-4.91,c1c2Cc3c(c2ccc1)cccc3,166.07825032
2435,-4.92,Nc1c(Cl)cc(cc1)c1ccc(c(c1)Cl)N,252.02210368
2436,-4.92,Cc1ccc(C)c2c1c(ccc2)C,170.109550448
2437,-4.93,CC(C)OC(C(c1ccc(cc1)Br)(c1ccc(cc1)Br)O)=O,425.9466185719999
2438,-4.95,CC=C(C(=CC)c1ccc(cc1)O)c1ccc(cc1)O,266.130679816
2439,-4.95,O=C1C=CC2(C)C3CCC4(C)C(CCC4(C(C)=O)OC(C)=O)C3C=C(C2=C1)Cl,402.15978702399997
2440,-4.97,c1c2[nH]c3c(cccc3)c2ccc1,167.073499288
2441,-4.98,c12c(Cl)cc(c(c1[nH0]s[nH0]2)Cl)Cl,237.892602072
2442,-5.01,c1c2Sc3c(N(CCCN(C)C)c2ccc1)cc(cc3)Cl,318.095747288
2443,-5.03,O=C1C(=C(C(=O)c2ccccc21)NC(C(Cl)Cl)=O)Cl,316.941326092
2444,-5.04,Brc1c(Br)c(Br)ccc1,311.778486396
2445,-5.05,CCCCCCCC=C,126.14085057599999
2446,-5.06,BrCCCCCCCC,192.051362644
2447,-5.06,O=C(O)CCC(c1ccc(cc1)c1ccccc1)=O,254.094294308
2448,-5.09,Clc1ccc(OC)c(c1)C(NCCc1ccc(cc1)[S+2]([O-])(NC(NC1CCCCC1)=O)[O-])=O,493.1438196759999
2449,-5.14,CCCCS[P+]([O-])(SCCCC)SCCCC,314.09616511400003
2450,-5.15,C1C2CC(C3C(CC(C4(C)C(CCC34)C(C)CCC(NCC(O)=O)=O)O)C2(C)CCC1O)O,465.3090380959998
2451,-5.17,c1c(N)cc2c(cc3c(c2)cccc3)c1,193.089149352
2452,-5.18,ClC1(Cl)C(=C(C(Cl)=C1Cl)Cl)Cl,269.81311608
2453,-5.19,CC(C)(CCCC(C)CC=CC(C)=CC(=O)OC(C)C)OC,310.25079494799996
2454,-5.19,O=C1c2c(C(=O)c3ccccc31)cccc2,208.052429496
2455,-5.21,c1c(c2c(Cl)cccc2Cl)cccc1,222.000305616
2456,-5.22,Ic1cc(ccc1O)Oc1c(cc(CC(C(O)=O)N)cc1I)I,650.790051864
2457,-5.22,c1c(C)c2Cc3c(cccc3)c2cc1,180.093900384
2458,-5.24,CCCCCCCC,114.14085057599999
2459,-5.25,c1c(c2c(Cl)cc(cc2)Cl)cccc1,222.000305616
2460,-5.27,O=C(C)C1(C)CCC2C3C=C(C)C4=CC(CCC4(C)C3CCC12C)=O,340.240230264
2461,-5.27,Clc1c(c2c(Cl)cccc2)cccc1,222.000305616
2462,-5.28,c1cc2C3CCC4(C)C(CCC4=O)C3=CCc2cc1O,268.14632988
2463,-5.28,c1c(c2c(Cl)cccc2)ccc(c1)Cl,222.000305616
2464,-5.3,CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,352.122104268
2465,-5.31,O1c2ccccc2Oc2c1cccc2,184.052429496
2466,-5.33,CCCCCCCCCCCCCC(=O)O,228.208930136
2467,-5.35,O=C(C)OC1(CCC2C3C=C(C)C4=CC(CCC4(C)C3CCC12C)=O)C(C)=O,384.23005950399994
2468,-5.37,C1=C2CCC3C(CCC4(C)C3CCC4OC(CC)=O)C2(C)CCC1=O,344.23514488399996
2469,-5.4,CCCCCCCCOC(=O)c1ccc(cc1)N,249.172878976
2470,-5.4,c1c(c2ccc3c([nH0]2)cccc3)[nH0]c2c(cccc2)c1,256.100048384
2471,-5.4,O=C1C2CC=CCC2C(N1SC(C(Cl)Cl)(Cl)Cl)=O,346.91081024799996
2472,-5.41,CC12CC3C(CC1CCC1C2CCC2(C)C1CCC2O)S3,306.20173658
2473,-5.43,Clc1c(Cl)c2c(c(c1Cl)Cl)[nH0]cc[nH0]2,265.897208784
2474,-5.46,c1c(Cl)c(Oc2ccc(cc2)[N+]([O-])=O)ccc1Cl,282.980298444
2475,-5.47,[O-][N+](c1c(N)c(cc(c1N(CC)CC)[N+]([O-])=O)C(F)(F)F)=O,322.08888955599997
2476,-5.47,Cc1c(N=CN(C)C=Nc2ccc(C)cc2C)ccc(C)c1,293.18919773600004
2477,-5.51,O=C1CCC2(C)C3C(CCC2=C1)C1CCC(C1(C)CC3O)(C(COC(CC(C)(C)C)=O)=O)O,460.2824889999999
2478,-5.53,c1c(C(F)(F)F)cc(c(c1[N+]([O-])=O)N(CC)CCCC)[N+]([O-])=O,335.10929065199997
2479,-5.54,[S-][P+](SCS[P+]([S-])(OCC)OCC)(OCC)OCC,383.9876164439999
2480,-5.54,c1c(OC)cc2c(c1)[nH0](c(C)c2CC(O)=O)C(C=Cc1ccccc1)=O,349.131408088
2481,-5.64,O=C(c1c(C(=O)OCc2ccccc2)cccc1)OCCCC,312.13615912
2482,-5.64,C1C=CC2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,335.860066272
2483,-5.65,Clc1c(Cl)c(cc(c1Cl)Cl)Cl,247.852088432
2484,-5.66,C1=C2CCC3C(CCC4(C)C3CCC4(C#C)O)C2(C)CCC1=O,312.208930136
2485,-5.68,O=C(CCCCCCCCCCCCCCCCC)O,284.271530392
2486,-5.69,CC(C)Oc1cc(c(cc1Cl)Cl)N1C(OC(=N1)C(C)(C)C)=O,344.06944779599996
2487,-6.7,O=C1CCC2C3CCC4CCCCC4(C)C3CCC12C,274.22966558
2488,-5.72,Clc1c(O[P+]([S-])(OC)OC)cc(c(c1)Cl)Cl,319.899734786
2489,-5.82,[O-][N+](=O)c1c(c(c(c(Cl)c1Cl)Cl)Cl)Cl,292.83716664
2490,-6.0,c1c2cccc3c4c(cccc4)c(c23)cc1,202.07825032
2491,-6.01,c1c(Cl)cc(cc1)c1cc(ccc1Cl)Cl,255.961333264
2492,-6.02,Fc1c(C(=O)NC(Nc2ccc(cc2)Cl)=O)c(F)ccc1,310.032061648
2493,-6.05,OCCCCCCCCCCCCCC,214.22966558000002
2494,-6.14,c1c(Cl)cc(c(c1Cl)c1ccccc1)Cl,255.961333264
2495,-6.19,c12c3cccc1ccc1cccc(cc3)c12,202.07825032
2496,-6.2,c1c2ccc3c4c(c(N)cc3c2ccc1)cccc4,243.104799416
2497,-6.25,c1c(c2c(Cl)ccc(c2)Cl)ccc(c1)Cl,255.961333264
2498,-6.26,c1c(Cl)ccc(c1)c1cccc(Cl)c1Cl,255.961333264
2499,-6.27,c1c(c2c(Cl)cc(c(c2)Cl)Cl)cccc1,255.961333264
2500,-6.29,ClC1=C(C2(C3C4CC(C3C1(C2(Cl)Cl)Cl)C1C4O1)Cl)Cl,377.87063095599996
2501,-6.29,c1c(c2c(Cl)cccc2)ccc(c1Cl)Cl,255.961333264
2502,-6.34,O=C1c2ccccc2C(N1C(CCl)S[P+](OCC)(OCC)[S-])=O,393.0025143339999
2503,-6.35,c1c2ccccc2cc2c1cccc2,178.07825032
2504,-6.36,Clc1c(C(=C(Cl)Cl)c2ccc(cc2)Cl)cccc1,315.938010976
2505,-6.39,Clc1c(Cl)cc(cc1)c1ccccc1,222.000305616
2506,-6.47,c1c(Cl)ccc(c1c1cccc(Cl)c1Cl)Cl,289.922360912
2507,-6.51,Clc1ccccc1C(c1ccc(cc1)Cl)C(Cl)Cl,317.95366104
2508,-6.56,c1c(Cl)ccc(c1)c1ccc(cc1)Cl,222.000305616
2509,-6.57,c1c(c2c(Cl)ccc(c2)Cl)c(Cl)cc(c1)Cl,289.922360912
2510,-6.57,Cc1c2c(c(C)c3ccccc31)cccc2,206.109550448
2511,-6.62,c1c(O[P+]([S-])(OC)OC)c(Cl)cc(c1Cl)I,411.835355106
2512,-6.68,C1c2c(ccc3c2cccc3)c2ccccc21,216.093900384
2513,-6.74,c1c2c3c(c4c(cccc4)c2ccc1)cccc3,228.093900384
2514,-6.8,Clc1c(c2c(Cl)ccc(c2)Cl)c(Cl)ccc1,289.922360912
2515,-6.89,c1c(CC)cc2c(cc3c(c2)cccc3)c1,206.109550448
2516,-6.9,c1c(C(=C(Cl)Cl)c2ccc(cc2)Cl)ccc(c1)Cl,315.938010976
2517,-6.96,c1c(C)cc2c(cc3c(c2)cccc3)c1,192.093900384
2518,-7.02,c1c2c(c3c(c(C)c2ccc1)c1c(cccc1)cc3)C,256.125200512
2519,-7.11,c1c(cccc1)c1ccc(cc1)c1ccccc1,230.109550448
2520,-7.2,c1c(C(C(Cl)Cl)c2ccc(cc2)Cl)ccc(c1)Cl,317.95366104
2521,-7.21,c1c(c2c(Cl)c(Cl)c(c(c2)Cl)Cl)c(Cl)ccc1,323.88338856
2522,-7.25,c1c(c2c(Cl)ccc(c2)Cl)ccc(c1Cl)Cl,289.922360912
2523,-7.28,c1c(c2c(Cl)c(Cl)ccc2)c(Cl)c(cc1)Cl,289.922360912
2524,-7.32,C12C(C)C3(CCC(C)CO3)OC2CC2C3CC=C4CC(CCC4(C)C3CCC12C)O,414.31339520399996
2525,-7.32,Clc1c(c2c(Cl)cc(cc2Cl)Cl)c(Cl)ccc1,323.88338856
2526,-7.39,c1c(c2c(Cl)cc(c(c2)Cl)Cl)ccc(c1Cl)Cl,323.88338856
2527,-7.39,Clc1c(c2c(Cl)cccc2Cl)c(Cl)ccc1,289.922360912
2528,-7.42,c1c2c3c(ccc2ccc1)c1c([nH]3)c2ccccc2cc1,267.104799416
